Employee Number,Retention,Age,Gender,Education,Marital Status,Distance From Home,Hourly Rate,Daily Rate,Monthly Rate,Monthly Income,Percent Salary Hike,Education Field,Department,Job Role,Performance Rating,Standard Hours,Stock Option Level,BusinessTravel,Training Times Last Year,Over Time,Job Satisfaction,Job Involvement,Relationship Satisfaction,Environment Satisfaction,Work Life Balance,Num Companies Worked,Total Working Years,Years At Company,Job Level,Years Since Last Promotion,Years In Current Role,Years With Current Manager
204,1,35,1,5,Married,1,94,662,11439,7295,13,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,2,3,1,3,3,1,10,10,3,0,8,6
205,1,53,1,2,Married,6,34,1436,16047,2306,20,Marketing,Sales,Sales Representative,4,80,1,Travel_Rarely,3,1,3,3,4,2,1,2,13,7,2,4,7,5
206,1,45,1,3,Divorced,9,60,194,10901,2348,18,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,2,3,3,2,1,8,20,17,2,0,9,15
207,1,32,0,3,Single,8,43,967,15589,8998,14,Marketing,Sales,Sales Executive,3,80,0,Travel_Frequently,2,0,4,3,4,2,3,1,9,9,3,3,8,7
208,1,29,1,1,Married,1,41,1496,26283,4319,13,Technical Degree,Research & Development,Manufacturing Director,3,80,1,Non-Travel,1,0,3,3,1,4,3,1,10,10,2,0,7,9
211,1,51,1,4,Married,7,34,1169,13983,6132,17,Medical,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,2,0,3,2,3,2,3,2,10,1,2,0,0,0
214,1,58,0,3,Married,9,75,1145,11873,3346,20,Medical,Research & Development,Research Scientist,4,80,1,Travel_Rarely,3,1,2,2,2,2,2,4,9,1,1,0,0,0
215,1,40,1,4,Married,4,67,630,8552,10855,11,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,4,2,1,3,2,7,15,12,3,2,11,11
216,1,34,0,4,Married,2,75,303,11314,2231,18,Marketing,Sales,Sales Representative,3,80,1,Travel_Frequently,3,0,3,3,4,3,3,6,6,4,1,1,3,2
217,1,22,1,1,Married,19,80,1256,11992,2323,24,Medical,Research & Development,Research Scientist,4,80,2,Travel_Rarely,6,0,4,3,1,3,3,1,2,2,1,2,2,2
218,1,27,1,3,Divorced,9,57,691,5970,2024,18,Medical,Research & Development,Research Scientist,3,80,1,Non-Travel,1,0,2,3,4,4,1,6,6,2,1,2,2,2
221,1,28,1,3,Married,21,42,440,6672,2713,11,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,4,3,3,3,1,1,5,5,1,0,2,2
223,1,57,1,2,Divorced,24,83,334,23402,9439,16,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,1,4,4,2,3,1,3,12,5,3,1,3,4
224,1,27,1,3,Divorced,3,79,1450,25326,2566,15,Medical,Research & Development,Research Scientist,3,80,1,Non-Travel,2,1,3,2,4,3,2,1,1,1,1,0,1,1
226,1,50,0,3,Single,11,53,1452,17053,19926,15,Life Sciences,Research & Development,Manager,3,80,0,Travel_Rarely,5,0,2,3,2,3,3,3,21,5,5,4,4,4
227,1,41,1,3,Divorced,14,56,465,4609,2451,12,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,3,3,1,1,3,4,13,9,1,1,8,8
228,1,30,0,3,Married,5,41,1339,8053,9419,12,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,4,3,3,2,3,2,12,10,3,7,9,4
230,1,38,0,4,Single,1,59,702,12930,8686,22,Life Sciences,Sales,Sales Executive,4,80,0,Travel_Rarely,2,0,4,2,3,1,4,4,12,8,2,0,3,7
231,1,32,1,5,Single,6,43,120,12430,3038,20,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Rarely,2,0,3,3,1,3,3,3,8,5,1,1,4,4
233,1,27,1,3,Married,17,51,1157,13364,3058,16,Technical Degree,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,1,2,3,4,3,2,0,6,5,1,1,2,1
235,0,19,0,1,Single,1,100,602,20989,2325,21,Technical Degree,Sales,Sales Representative,4,80,0,Travel_Frequently,5,0,1,1,1,3,4,0,1,0,1,0,0,0
238,1,36,1,2,Single,3,30,1480,15062,2088,12,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,3,0,2,3,3,4,2,4,13,8,1,7,7,2
239,1,30,1,3,Divorced,9,66,111,11012,3072,11,Medical,Research & Development,Laboratory Technician,3,80,2,Non-Travel,4,0,1,3,3,3,3,1,12,12,2,6,9,10
240,1,45,0,2,Divorced,4,30,1268,6319,5006,11,Life Sciences,Sales,Sales Executive,3,80,1,Travel_Rarely,3,1,1,3,1,3,4,4,9,5,2,0,4,3
241,1,56,0,3,Divorced,8,67,713,13939,4257,18,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,1,1,3,3,3,3,4,19,2,1,2,2,2
242,1,33,1,3,Single,2,90,134,10515,2500,14,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,4,3,1,3,4,0,4,3,1,0,1,2
243,0,19,1,3,Single,2,47,303,9241,1102,22,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Travel_Rarely,3,0,4,2,3,2,2,1,1,1,1,1,0,0
244,1,46,0,2,Divorced,1,92,526,2137,10453,25,Marketing,Sales,Sales Executive,4,80,3,Travel_Rarely,2,0,1,3,3,2,3,1,24,24,3,15,13,7
245,1,38,0,2,Single,9,75,1380,6319,2288,12,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,4,3,3,3,3,1,2,2,1,2,2,1
246,1,31,0,1,Married,12,95,140,6984,3929,23,Medical,Research & Development,Research Scientist,4,80,1,Travel_Rarely,0,1,4,3,3,3,3,8,7,4,1,0,2,2
247,1,34,0,2,Single,27,95,629,5711,2311,15,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,2,3,4,4,3,2,9,3,1,1,2,2
248,0,41,0,2,Single,20,70,1356,21728,3140,22,Marketing,Sales,Sales Representative,4,80,0,Travel_Rarely,5,1,2,3,4,2,2,1,4,4,1,0,3,2
249,1,50,1,3,Married,1,86,328,3425,3690,15,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,0,3,2,4,3,2,2,5,3,1,0,2,2
250,1,53,0,2,Divorced,13,57,1084,26250,4450,11,Medical,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,3,0,1,4,3,4,3,1,5,4,2,1,2,3
252,1,33,0,3,Married,14,72,931,4673,2756,13,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,5,0,2,3,4,4,3,1,8,8,1,1,7,6
253,1,40,0,1,Married,4,46,989,6499,19033,14,Medical,Research & Development,Manager,3,80,1,Travel_Rarely,2,0,3,3,2,4,3,1,21,20,5,9,8,9
254,1,55,1,4,Single,14,61,692,13339,18722,11,Medical,Research & Development,Research Director,3,80,0,Travel_Rarely,3,0,2,4,4,3,3,8,36,24,5,2,15,15
256,1,34,1,1,Married,2,45,1069,14074,9547,17,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Frequently,2,0,3,2,3,4,2,1,10,10,2,1,9,9
258,1,51,0,3,Single,3,98,313,7192,13734,18,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,6,0,2,3,3,4,3,3,21,7,4,1,7,0
259,1,52,1,4,Married,1,65,699,5678,19999,14,Life Sciences,Research & Development,Manager,3,80,1,Travel_Rarely,5,0,3,2,1,3,3,0,34,33,5,11,18,9
260,1,27,0,3,Single,9,99,894,11781,2279,16,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,2,3,4,4,2,1,7,7,1,0,7,3
261,0,35,1,2,Married,23,50,556,15497,5916,13,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,1,1,3,2,1,2,3,3,8,1,2,0,0,1
262,1,43,1,3,Divorced,7,37,1344,5228,2089,14,Medical,Research & Development,Research Scientist,3,80,3,Non-Travel,3,0,4,4,4,4,4,4,7,5,1,2,4,2
264,1,45,1,2,Married,2,65,1195,20462,16792,23,Medical,Research & Development,Manager,4,80,1,Non-Travel,1,0,4,2,4,1,3,9,22,20,4,11,8,8
267,1,37,1,3,Married,21,65,290,22977,3564,12,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,3,1,1,4,1,2,2,1,8,8,1,1,7,7
269,1,35,0,3,Single,2,37,138,15986,4425,11,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,5,0,2,3,4,2,3,5,10,6,2,1,2,2
270,1,42,0,2,Divorced,21,36,926,16439,5265,16,Medical,Research & Development,Manufacturing Director,3,80,1,Non-Travel,5,0,3,3,2,3,3,2,11,5,2,0,3,2
271,1,38,1,4,Married,2,88,1261,7259,6553,14,Life Sciences,Research & Development,Manufacturing Director,3,80,0,Travel_Rarely,3,0,3,3,2,4,3,9,14,1,2,0,0,0
273,1,38,1,3,Married,29,54,1084,4185,6261,18,Technical Degree,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,4,3,1,4,1,3,9,7,2,1,7,7
274,1,27,1,1,Married,1,60,472,9679,4298,19,Technical Degree,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,1,0,1,2,3,3,3,5,6,2,2,2,2,0
275,1,49,1,4,Divorced,18,92,1002,23793,6804,15,Life Sciences,Research & Development,Manufacturing Director,3,80,2,Non-Travel,0,1,4,3,1,4,3,1,7,7,2,1,7,7
277,1,34,1,4,Divorced,10,43,878,5972,3815,17,Medical,Research & Development,Research Scientist,3,80,1,Travel_Frequently,4,1,3,3,4,4,4,1,5,5,1,2,3,0
281,1,40,1,2,Married,19,99,905,16523,2741,15,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,1,4,3,3,3,4,8,15,7,2,3,2,7
282,0,38,1,1,Married,29,70,1180,11354,6673,19,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,1,1,3,2,2,3,7,17,1,2,0,0,0
283,0,29,0,3,Married,27,35,121,24525,7639,22,Marketing,Sales,Sales Executive,4,80,3,Travel_Rarely,3,0,4,3,4,2,2,1,10,10,3,1,4,9
284,1,22,1,3,Divorced,5,60,1136,12392,2328,16,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,1,2,4,1,4,2,1,4,4,1,2,2,2
286,1,36,0,1,Single,18,73,635,7703,2153,13,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,2,0,4,3,1,2,3,1,8,8,1,1,1,7
287,1,40,1,5,Married,9,63,1151,14242,4876,14,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Non-Travel,5,0,4,2,4,4,1,9,5,3,2,0,2,2
288,1,46,1,4,Divorced,1,97,644,12368,9396,16,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,3,0,1,3,3,4,3,7,17,4,3,0,2,3
291,0,32,1,4,Married,4,32,1045,25812,10400,11,Medical,Sales,Sales Executive,3,80,0,Travel_Rarely,2,0,4,1,3,4,2,1,14,14,3,9,8,8
292,1,30,1,1,Single,1,88,829,20925,8474,22,Life Sciences,Research & Development,Manufacturing Director,4,80,0,Non-Travel,2,0,3,2,3,3,3,1,12,11,3,5,8,8
293,1,27,0,3,Single,20,90,1242,12916,9981,14,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Frequently,2,0,3,3,4,4,3,1,7,7,2,0,7,7
296,1,51,1,4,Married,8,81,1469,15736,12490,16,Life Sciences,Research & Development,Research Director,3,80,2,Travel_Rarely,5,0,2,2,4,2,1,5,16,10,3,4,9,7
297,0,30,0,3,Single,3,88,1005,8556,2657,11,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,5,1,1,3,3,4,3,5,8,5,1,0,2,4
298,1,41,0,3,Single,6,75,896,14674,13591,18,Life Sciences,Sales,Manager,3,80,0,Travel_Rarely,3,1,4,3,3,4,3,3,16,1,3,0,0,0
299,0,30,0,4,Single,26,52,334,22967,6696,15,Marketing,Sales,Sales Executive,3,80,0,Travel_Frequently,5,0,1,2,3,3,2,5,9,6,2,0,3,1
300,0,29,1,3,Single,1,85,992,19757,2058,14,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,1,0,3,3,4,3,2,0,7,6,1,1,2,5
302,1,45,0,3,Single,6,57,1052,16840,8865,12,Medical,Sales,Sales Executive,3,80,0,Non-Travel,2,0,4,2,4,4,3,6,23,19,3,12,7,8
303,1,54,0,3,Married,3,52,1147,17011,5940,14,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,4,0,1,3,4,4,3,2,16,6,2,0,2,5
304,1,36,1,2,Single,5,62,1396,9945,5914,16,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,2,3,4,4,4,8,16,13,2,3,11,7
305,1,33,0,4,Married,4,47,147,13248,2622,21,Medical,Research & Development,Research Scientist,4,80,0,Travel_Rarely,3,0,2,2,4,3,3,6,7,3,1,1,2,1
306,1,37,1,3,Divorced,11,47,663,10056,12185,14,Other,Research & Development,Research Director,3,80,3,Travel_Frequently,1,1,4,3,3,2,3,1,10,10,3,0,8,7
307,1,38,1,3,Divorced,3,76,119,9647,10609,12,Life Sciences,Sales,Sales Executive,3,80,2,Travel_Rarely,6,0,3,3,3,1,2,0,17,16,3,5,10,13
308,1,31,1,4,Married,1,90,979,4381,4345,12,Medical,Research & Development,Manufacturing Director,3,80,1,Non-Travel,2,0,3,1,4,3,3,0,6,5,2,1,4,4
309,1,59,1,3,Married,3,70,142,8456,2177,17,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,6,0,4,2,1,3,3,3,7,1,1,0,0,0
311,1,37,1,4,Divorced,4,41,319,2539,2793,17,Marketing,Sales,Sales Representative,3,80,1,Travel_Frequently,2,0,4,3,3,1,3,4,13,9,1,5,8,8
312,1,29,0,1,Married,1,42,1413,6599,7918,14,Medical,Sales,Sales Executive,3,80,1,Travel_Frequently,5,0,4,3,4,2,3,1,11,11,3,4,10,1
314,1,35,0,3,Single,1,92,944,9096,8789,14,Marketing,Sales,Sales Executive,3,80,0,Travel_Frequently,3,0,3,3,1,3,4,1,10,10,3,0,7,8
315,0,29,1,1,Single,18,86,896,14961,2389,13,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,1,4,2,3,3,2,1,4,4,1,0,3,1
316,1,52,0,3,Single,2,89,1323,3300,3212,15,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,3,0,4,2,2,3,2,7,6,2,1,2,2,2
319,1,42,1,2,Married,4,58,532,4933,19232,11,Technical Degree,Research & Development,Manager,3,80,0,Travel_Rarely,3,0,4,3,4,3,3,1,22,22,5,11,17,15
321,1,59,1,2,Married,6,52,818,25657,2267,17,Medical,Human Resources,Human Resources,3,80,0,Travel_Rarely,2,0,3,3,4,2,2,8,7,2,1,2,2,2
323,1,50,0,4,Divorced,1,68,854,24118,19517,11,Medical,Sales,Manager,3,80,1,Travel_Rarely,3,0,4,3,3,4,2,3,32,7,5,0,0,6
325,0,33,1,3,Married,14,58,813,22149,2436,13,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,1,4,3,3,3,1,5,8,5,1,0,4,4
327,1,43,0,3,Married,16,80,1034,7744,16064,22,Marketing,Sales,Manager,4,80,1,Travel_Rarely,3,1,4,3,3,4,3,5,22,17,4,1,13,9
328,0,33,0,2,Married,2,39,465,21509,2707,20,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Travel_Rarely,3,0,1,3,1,1,4,7,13,9,1,1,7,7
329,1,52,1,4,Single,2,79,771,21030,19068,18,Life Sciences,Sales,Manager,3,80,0,Non-Travel,2,1,3,2,4,1,4,1,33,33,5,15,7,12
330,1,32,0,2,Married,4,56,1401,20990,3931,11,Life Sciences,Sales,Sales Representative,3,80,1,Travel_Rarely,5,0,2,3,1,3,3,2,6,4,1,1,3,2
331,0,32,1,3,Single,1,62,515,9571,3730,14,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,1,3,2,4,4,1,0,4,3,1,1,2,2
332,1,39,0,4,Divorced,1,96,1431,15417,2232,14,Medical,Research & Development,Laboratory Technician,3,80,3,Travel_Rarely,1,0,3,3,3,3,3,7,7,3,1,1,2,2
333,1,32,1,4,Married,26,100,976,12069,4465,18,Marketing,Sales,Sales Executive,3,80,0,Non-Travel,2,0,4,3,1,3,3,0,4,3,2,2,2,2
334,1,41,1,2,Divorced,19,36,1411,19877,3072,16,Life Sciences,Research & Development,Research Scientist,3,80,2,Travel_Rarely,2,0,1,3,1,3,2,2,17,1,2,0,0,0
335,1,40,1,2,Divorced,24,62,1300,24447,3319,17,Technical Degree,Research & Development,Research Scientist,3,80,2,Travel_Rarely,3,0,4,3,1,1,3,1,9,9,2,4,8,7
336,1,45,1,3,Married,1,70,252,15970,19202,11,Other,Research & Development,Manager,3,80,1,Travel_Rarely,2,0,4,4,3,3,3,0,25,24,5,1,0,7
337,1,31,1,4,Divorced,3,73,1327,13523,13675,12,Medical,Research & Development,Research Director,3,80,1,Travel_Frequently,3,0,3,3,1,2,3,9,9,2,3,2,2,2
338,1,33,0,4,Married,5,63,832,14776,2911,13,Life Sciences,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,4,2,3,3,2,1,2,2,1,0,2,2
339,1,34,1,4,Married,2,84,470,23687,5957,13,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,1,2,2,4,3,6,13,11,2,5,9,9
340,1,37,0,2,Married,1,83,1017,18697,3920,14,Medical,Research & Development,Research Scientist,3,80,1,Travel_Rarely,2,0,1,2,1,3,2,2,17,3,1,0,1,2
341,1,45,1,4,Married,7,77,1199,5118,6434,17,Life Sciences,Research & Development,Manufacturing Director,3,80,1,Travel_Frequently,1,0,3,4,4,1,3,4,9,3,2,0,2,2
342,0,37,1,3,Divorced,10,61,504,22573,10048,11,Medical,Research & Development,Manufacturing Director,3,80,2,Travel_Frequently,5,0,3,3,2,1,3,6,17,1,3,0,0,0
343,1,39,0,4,Single,2,64,505,6420,10938,25,Technical Degree,Research & Development,Healthcare Representative,4,80,0,Travel_Frequently,1,0,3,3,4,3,3,0,20,19,3,11,6,8
346,1,29,1,3,Single,15,60,665,22673,2340,19,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,1,0,4,3,1,3,3,1,6,6,1,1,5,5
347,1,42,0,2,Single,17,82,916,23016,6545,13,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,1,1,1,4,3,4,3,3,10,3,2,0,2,2
349,1,29,1,2,Divorced,20,45,1247,10732,6931,14,Marketing,Sales,Sales Executive,3,80,1,Travel_Rarely,2,0,4,3,4,4,3,2,10,3,2,0,2,2
350,1,25,0,3,Married,1,62,685,7505,4898,12,Life Sciences,Research & Development,Manufacturing Director,3,80,2,Travel_Rarely,3,0,3,3,4,1,3,0,5,4,2,1,2,2
351,1,42,0,3,Divorced,2,56,269,8007,2593,11,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,4,1,1,2,3,4,3,0,10,9,1,7,6,8
352,1,40,1,2,Divorced,2,49,1416,5949,19436,19,Medical,Research & Development,Research Director,3,80,1,Travel_Rarely,5,0,3,3,4,1,3,0,22,21,5,3,7,9
353,1,51,1,3,Married,1,96,833,23231,2723,11,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,0,0,4,3,2,3,2,1,1,1,1,0,0,0
355,0,31,1,2,Single,29,71,307,11652,3479,11,Medical,Research & Development,Laboratory Technician,3,80,0,Travel_Frequently,2,0,2,2,2,3,4,0,6,5,1,1,4,4
359,1,32,1,3,Married,7,100,1311,26062,2794,20,Life Sciences,Research & Development,Laboratory Technician,4,80,0,Travel_Frequently,3,0,2,4,3,2,1,1,5,5,1,0,1,3
361,1,38,1,2,Married,2,39,1327,19682,5249,18,Life Sciences,Sales,Sales Executive,3,80,1,Non-Travel,0,0,4,2,4,4,3,3,13,8,2,7,7,5
362,1,32,1,1,Single,2,84,128,19737,2176,13,Technical Degree,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,5,0,1,2,4,4,3,4,9,6,2,0,2,4
363,1,46,0,3,Married,2,75,488,14977,16872,12,Technical Degree,Sales,Manager,3,80,1,Travel_Rarely,2,1,2,1,2,3,2,3,28,7,4,7,7,7
364,0,28,1,4,Single,2,79,529,14935,3485,11,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,5,0,3,3,3,1,1,2,5,0,1,0,0,0
366,1,29,1,3,Married,2,78,1210,3687,6644,19,Medical,Sales,Sales Executive,3,80,2,Travel_Rarely,2,0,2,2,2,1,3,2,10,0,2,0,0,0
367,1,31,1,3,Married,23,64,1463,14408,5582,21,Medical,Research & Development,Healthcare Representative,4,80,1,Travel_Rarely,2,0,4,2,2,2,3,0,10,9,2,7,0,8
369,1,25,1,2,Divorced,5,85,675,18384,4000,12,Life Sciences,Research & Development,Healthcare Representative,3,80,2,Non-Travel,2,0,1,4,4,2,3,1,6,6,2,1,3,5
372,1,45,1,2,Married,20,79,1385,7501,13496,14,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,1,4,3,2,3,3,0,21,20,4,4,7,10
373,1,36,1,3,Married,6,47,1403,20251,3210,11,Life Sciences,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,4,0,4,3,3,4,3,0,16,15,1,10,13,11
374,1,55,1,3,Single,1,81,452,18938,19045,14,Medical,Research & Development,Manager,3,80,0,Travel_Rarely,2,1,1,3,3,4,3,0,37,36,5,4,10,13
376,0,47,1,4,Married,29,88,666,10268,11849,12,Life Sciences,Research & Development,Manager,3,80,1,Non-Travel,2,1,2,3,4,1,2,1,10,10,3,9,7,9
377,1,28,1,3,Married,9,94,1158,2613,2070,23,Medical,Research & Development,Research Scientist,4,80,1,Travel_Rarely,3,0,4,3,4,4,2,1,5,5,1,0,2,4
378,1,37,1,4,Married,6,98,228,22825,6502,14,Medical,Sales,Sales Executive,3,80,1,Travel_Rarely,5,0,4,3,2,3,4,4,7,5,2,0,4,1
379,1,21,1,2,Single,3,100,996,10531,3230,17,Medical,Research & Development,Research Scientist,3,80,0,Travel_Rarely,4,0,3,2,1,4,4,1,3,3,1,1,2,0
380,1,37,0,4,Divorced,1,80,728,11677,13603,18,Medical,Research & Development,Research Director,3,80,2,Non-Travel,2,1,4,3,1,1,3,2,15,5,3,0,2,2
381,1,35,0,3,Divorced,22,71,1315,19100,11996,18,Life Sciences,Research & Development,Manager,3,80,1,Travel_Rarely,6,0,2,4,2,2,2,7,10,7,3,6,7,2
382,1,38,0,2,Divorced,7,44,322,19191,5605,24,Medical,Sales,Sales Executive,4,80,1,Travel_Rarely,3,1,1,4,3,1,3,1,8,8,2,7,0,7
384,1,26,0,3,Divorced,1,84,1479,26767,6397,20,Life Sciences,Research & Development,Manufacturing Director,4,80,1,Travel_Frequently,6,0,2,3,1,3,1,1,6,6,2,1,5,4
385,1,50,1,1,Divorced,4,96,797,15815,19144,14,Life Sciences,Research & Development,Research Director,3,80,2,Travel_Rarely,4,0,2,3,1,1,2,3,28,10,5,1,4,6
386,1,53,1,4,Married,3,45,1070,21016,17584,16,Medical,Research & Development,Research Director,3,80,3,Travel_Rarely,5,1,3,3,4,3,2,3,21,5,4,1,3,3
387,1,42,1,1,Married,1,99,635,24532,4907,25,Life Sciences,Sales,Sales Executive,4,80,0,Travel_Rarely,3,0,3,3,3,2,3,1,20,20,2,11,16,6
388,1,29,1,2,Single,2,44,442,20260,4554,18,Life Sciences,Sales,Sales Executive,3,80,0,Travel_Frequently,3,0,4,3,1,2,2,1,10,10,2,0,7,9
389,1,55,1,2,Married,20,37,147,15972,5415,19,Technical Degree,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,4,1,4,3,4,2,3,3,12,10,2,0,7,8
390,1,26,1,2,Married,11,60,496,22722,4741,13,Medical,Research & Development,Healthcare Representative,3,80,1,Travel_Frequently,3,1,1,3,3,1,3,1,5,5,2,3,3,3
391,1,37,0,3,Single,1,42,1372,15881,2115,12,Life Sciences,Research & Development,Research Scientist,3,80,0,Travel_Rarely,3,0,4,3,2,4,3,1,17,17,1,5,12,7
392,0,44,1,3,Divorced,24,43,920,19920,3161,22,Life Sciences,Research & Development,Laboratory Technician,4,80,1,Travel_Frequently,0,1,3,3,4,4,1,3,19,1,1,0,0,0
393,1,38,1,4,Divorced,23,82,688,18899,5745,14,Life Sciences,Research & Development,Healthcare Representative,3,80,1,Travel_Rarely,2,0,4,3,2,4,3,9,10,2,2,1,2,2
394,0,26,1,4,Divorced,16,45,1449,14180,2373,13,Medical,Research & Development,Laboratory Technician,3,80,1,Travel_Rarely,2,1,2,3,4,1,3,2,5,3,1,0,2,2
395,1,28,0,2,Single,8,66,1117,4488,3310,21,Life Sciences,Research & Development,Research Scientist,4,80,0,Travel_Rarely,3,0,4,3,4,4,3,1,5,5,1,0,3,2
396,1,49,0,4,Single,10,35,636,25594,18665,11,Life Sciences,Research & Development,Research Director,3,80,0,Travel_Frequently,4,1,1,3,4,3,3,9,22,3,5,1,2,2
397,1,36,1,3,Single,3,30,506,26285,4485,12,Technical Degree,Research & Development,Research Scientist,3,80,0,Travel_Rarely,2,0,2,3,4,3,3,4,10,8,2,7,0,7
399,1,31,0,3,Divorced,5,84,444,3909,2789,11,Marketing,Sales,Sales Representative,3,80,1,Travel_Frequently,5,0,2,3,3,4,2,1,2,2,1,2,2,2
401,0,26,1,4,Single,4,48,950,8450,5828,12,Marketing,Sales,Sales Executive,3,80,0,Travel_Rarely,0,1,4,2,2,4,3,1,8,8,2,7,7,4
403,1,37,1,3,Married,9,53,889,11411,2326,12,Medical,Research & Development,Research Scientist,3,80,3,Travel_Frequently,3,1,4,3,3,2,2,1,4,4,1,1,2,2
404,1,42,0,3,Married,26,77,555,14864,13525,14,Marketing,Sales,Sales Executive,3,80,1,Travel_Frequently,2,0,2,3,4,3,4,5,23,20,4,4,4,8
405,0,18,1,3,Single,3,54,230,25233,1420,13,Life Sciences,Research & Development,Laboratory Technician,3,80,0,Travel_Rarely,2,0,3,3,3,3,3,1,0,0,1,0,0,0
406,1,35,1,3,Married,16,96,1232,5100,8020,15,Marketing,Sales,Sales Executive,3,80,2,Travel_Rarely,3,0,2,3,3,3,2,0,12,11,3,6,9,9
407,1,36,1,4,Married,18,81,566,7122,3688,18,Life Sciences,Research & Development,Laboratory Technician,3,80,2,Travel_Frequently,2,0,4,4,4,3,3,4,4,1,1,0,0,0
408,1,51,1,3,Divorced,2,84,1302,16321,5482,18,Medical,Research & Development,Manufacturing Director,3,80,1,Travel_Rarely,3,0,2,1,4,4,3,5,13,4,2,1,1,2
410,1,41,1,4,Single,2,88,334,15896,16015,19,Life Sciences,Sales,Manager,3,80,0,Travel_Rarely,2,0,2,3,2,4,3,1,22,22,4,0,10,4
411,1,18,0,3,Single,10,69,812,9724,1200,12,Medical,Sales,Sales Representative,3,80,0,Travel_Rarely,2,0,3,2,1,4,3,1,0,0,1,0,0,0
412,1,28,1,2,Single,16,68,1476,4824,5661,19,Medical,Research & Development,Healthcare Representative,3,80,0,Travel_Rarely,2,0,1,4,3,2,3,0,9,8,2,0,3,7
416,1,31,1,3,Married,7,100,218,12241,6929,11,Technical Degree,Sales,Sales Executive,3,80,1,Travel_Rarely,3,0,4,4,2,2,2,4,10,8,2,7,7,7
417,1,39,1,3,Divorced,1,48,1132,10942,9613,17,Medical,Research & Development,Healthcare Representative,3,80,3,Travel_Rarely,5,0,4,4,1,3,2,0,19,18,3,3,10,7
